# 143GHz 217GHz 353GHz
5.742683410644531250e-01 7.712727189064025879e-01 7.702741026878356934e-01
5.737464427947998047e-01 7.709459066390991211e-01 7.699513435363769531e-01
5.732246041297912598e-01 7.706189751625061035e-01 7.696284651756286621e-01
5.727028250694274902e-01 7.702919244766235352e-01 7.693054080009460449e-01
5.721810460090637207e-01 7.699647545814514160e-01 7.689822316169738770e-01
5.716593861579895020e-01 7.696374654769897461e-01 7.686589956283569336e-01
5.711377263069152832e-01 7.693100571632385254e-01 7.683355808258056641e-01
5.706160664558410645e-01 7.689824700355529785e-01 7.680120468139648438e-01
5.700945258140563965e-01 7.686548233032226562e-01 7.676883935928344727e-01
5.695729851722717285e-01 7.683270573616027832e-01 7.673646807670593262e-01
5.690515041351318359e-01 7.679991722106933594e-01 7.670407891273498535e-01
5.685300230979919434e-01 7.676711082458496094e-01 7.667167782783508301e-01
5.680086612701416016e-01 7.673429846763610840e-01 7.663926482200622559e-01
5.674872994422912598e-01 7.670147418975830078e-01 7.660683989524841309e-01
5.669660568237304688e-01 7.666863203048706055e-01 7.657440304756164551e-01
5.664448142051696777e-01 7.663578391075134277e-01 7.654195427894592285e-01
5.659235715866088867e-01 7.660292387008666992e-01 7.650949954986572266e-01
5.654024481773376465e-01 7.657004594802856445e-01 7.647702693939208984e-01
5.648813843727111816e-01 7.653716206550598145e-01 7.644454240798950195e-01
5.643603205680847168e-01 7.650426626205444336e-01 7.641204595565795898e-01
5.638393163681030273e-01 7.647135853767395020e-01 7.637953758239746094e-01
5.633183717727661133e-01 7.643843889236450195e-01 7.634701728820800781e-01
5.627975463867187500e-01 7.640550732612609863e-01 7.631448507308959961e-01
5.622767210006713867e-01 7.637256383895874023e-01 7.628194689750671387e-01
5.617558956146240234e-01 7.633960843086242676e-01 7.624939084053039551e-01
5.612351894378662109e-01 7.630664110183715820e-01 7.621682286262512207e-01
5.607145428657531738e-01 7.627366185188293457e-01 7.618424892425537109e-01
5.601939558982849121e-01 7.624067068099975586e-01 7.615165710449218750e-01
5.596734285354614258e-01 7.620767354965209961e-01 7.611905932426452637e-01
5.591529011726379395e-01 7.617465853691101074e-01 7.608644366264343262e-01
5.586324930191040039e-01 7.614163160324096680e-01 7.605382204055786133e-01
5.581121444702148438e-01 7.610859870910644531e-01 7.602118253707885742e-01
5.575918555259704590e-01 7.607555389404296875e-01 7.598853707313537598e-01
5.570716261863708496e-01 7.604249715805053711e-01 7.595587968826293945e-01
5.565514564514160156e-01 7.600942254066467285e-01 7.592321038246154785e-01
5.560312867164611816e-01 7.597634196281433105e-01 7.589052915573120117e-01
5.555112361907958984e-01 7.594325542449951172e-01 7.585783600807189941e-01
5.549912452697753906e-01 7.591015100479125977e-01 7.582513093948364258e-01
5.544713735580444336e-01 7.587703466415405273e-01 7.579241991043090820e-01
5.539515018463134766e-01 7.584391236305236816e-01 7.575969099998474121e-01
5.534316897392272949e-01 7.581077218055725098e-01 7.572695016860961914e-01
5.529119372367858887e-01 7.577762603759765625e-01 7.569420337677001953e-01
5.523923039436340332e-01 7.574446797370910645e-01 7.566144466400146484e-01
5.518727302551269531e-01 7.571129798889160156e-01 7.562867403030395508e-01
5.513532161712646484e-01 7.567811608314514160e-01 7.559589147567749023e-01
5.508337616920471191e-01 7.564492225646972656e-01 7.556309700012207031e-01
5.503143668174743652e-01 7.561172246932983398e-01 7.553029060363769531e-01
5.497950315475463867e-01 7.557851076126098633e-01 7.549747228622436523e-01
5.492758154869079590e-01 7.554528713226318359e-01 7.546464800834655762e-01
5.487566590309143066e-01 7.551204562187194824e-01 7.543181180953979492e-01
5.482375621795654297e-01 7.547880411148071289e-01 7.539896368980407715e-01
5.477185249328613281e-01 7.544554471969604492e-01 7.536610364913940430e-01
5.471996068954467773e-01 7.541227936744689941e-01 7.533323168754577637e-01
5.466806888580322266e-01 7.537900209426879883e-01 7.530034780502319336e-01
5.461618900299072266e-01 7.534571290016174316e-01 7.526745200157165527e-01
5.456431508064270020e-01 7.531241178512573242e-01 7.523455023765563965e-01
5.451245307922363281e-01 7.527909874916076660e-01 7.520163655281066895e-01
5.446059703826904297e-01 7.524577975273132324e-01 7.516871094703674316e-01
5.440874695777893066e-01 7.521244883537292480e-01 7.513577342033386230e-01
5.435690879821777344e-01 7.517910599708557129e-01 7.510282993316650391e-01
5.430507063865661621e-01 7.514575123786926270e-01 7.506986856460571289e-01
5.425324440002441406e-01 7.511239051818847656e-01 7.503690123558044434e-01
5.420143008232116699e-01 7.507901191711425781e-01 7.500392198562622070e-01
5.414962172508239746e-01 7.504562735557556152e-01 7.497093081474304199e-01
5.409781932830810547e-01 7.501223683357238770e-01 7.493793368339538574e-01
5.404602885246276855e-01 7.497882843017578125e-01 7.490492463111877441e-01
5.399423837661743164e-01 7.494541406631469727e-01 7.487189769744873047e-01
5.394246578216552734e-01 7.491198778152465820e-01 7.483886480331420898e-01
5.389069914817810059e-01 7.487855553627014160e-01 7.480582594871520996e-01
5.383893847465515137e-01 7.484510540962219238e-01 7.477277517318725586e-01
5.378718972206115723e-01 7.481164932250976562e-01 7.473971247673034668e-01
5.373544096946716309e-01 7.477818131446838379e-01 7.470663785934448242e-01
5.368371009826660156e-01 7.474470138549804688e-01 7.467355132102966309e-01
5.363198518753051758e-01 7.471121549606323242e-01 7.464045286178588867e-01
5.358027219772338867e-01 7.467771768569946289e-01 7.460734844207763672e-01
5.352856516838073730e-01 7.464420795440673828e-01 7.457423806190490723e-01
5.347686409950256348e-01 7.461069226264953613e-01 7.454110980033874512e-01
5.342517495155334473e-01 7.457716464996337891e-01 7.450797557830810547e-01
5.337349772453308105e-01 7.454362511634826660e-01 7.447482347488403320e-01
5.332182645797729492e-01 7.451007962226867676e-01 7.444166541099548340e-01
5.327016115188598633e-01 7.447651624679565430e-01 7.440850138664245605e-01
5.321850776672363281e-01 7.444295287132263184e-01 7.437532544136047363e-01
5.316686630249023438e-01 7.440937161445617676e-01 7.434213757514953613e-01
5.311523079872131348e-01 7.437578439712524414e-01 7.430893778800964355e-01
5.306360721588134766e-01 7.434218525886535645e-01 7.427573204040527344e-01
5.301198959350585938e-01 7.430858016014099121e-01 7.424251437187194824e-01
5.296038389205932617e-01 7.427496314048767090e-01 7.420928478240966797e-01
5.290879011154174805e-01 7.424133419990539551e-01 7.417604923248291016e-01
5.285720229148864746e-01 7.420769929885864258e-01 7.414280176162719727e-01
5.280562639236450195e-01 7.417405247688293457e-01 7.410954236984252930e-01
5.275406241416931152e-01 7.414039373397827148e-01 7.407627701759338379e-01
5.270250439643859863e-01 7.410672903060913086e-01 7.404299974441528320e-01
5.265095829963684082e-01 7.407305240631103516e-01 7.400971055030822754e-01
5.259941816329956055e-01 7.403936386108398438e-01 7.397641539573669434e-01
5.254789590835571289e-01 7.400566935539245605e-01 7.394310832023620605e-01
5.249637365341186523e-01 7.397196292877197266e-01 7.390978932380676270e-01
5.244486927986145020e-01 7.393825054168701172e-01 7.387645840644836426e-01
5.239337086677551270e-01 7.390452623367309570e-01 7.384312748908996582e-01
5.234188437461853027e-01 7.387079596519470215e-01 7.380977869033813477e-01
5.229040980339050293e-01 7.383704781532287598e-01 7.377642393112182617e-01
5.223894715309143066e-01 7.380329966545104980e-01 7.374305725097656250e-01
5.218749046325683594e-01 7.376953363418579102e-01 7.370968461036682129e-01
5.213604569435119629e-01 7.373576164245605469e-01 7.367629408836364746e-01
5.208461284637451172e-01 7.370198369026184082e-01 7.364289760589599609e-01
5.203319191932678223e-01 7.366819381713867188e-01 7.360949516296386719e-01
5.198177695274353027e-01 7.363439202308654785e-01 7.357608079910278320e-01
5.193037390708923340e-01 7.360058426856994629e-01 7.354266047477722168e-01
5.187898874282836914e-01 7.356676459312438965e-01 7.350922226905822754e-01
5.182760357856750488e-01 7.353293895721435547e-01 7.347578406333923340e-01
5.177623629570007324e-01 7.349910140037536621e-01 7.344232797622680664e-01
5.172488093376159668e-01 7.346525192260742188e-01 7.340886592864990234e-01
5.167353153228759766e-01 7.343140244483947754e-01 7.337539792060852051e-01
5.162219405174255371e-01 7.339753508567810059e-01 7.334191799163818359e-01
5.157087445259094238e-01 7.336366176605224609e-01 7.330843210220336914e-01
5.151956081390380859e-01 7.332977652549743652e-01 7.327492833137512207e-01
5.146825909614562988e-01 7.329588532447814941e-01 7.324142456054687500e-01
5.141696929931640625e-01 7.326198816299438477e-01 7.320790290832519531e-01
5.136568546295166016e-01 7.322807312011718750e-01 7.317437529563903809e-01
5.131441950798034668e-01 7.319415807723999023e-01 7.314084172248840332e-01
5.126316547393798828e-01 7.316023111343383789e-01 7.310729622840881348e-01
5.121192336082458496e-01 7.312629222869873047e-01 7.307374477386474609e-01
5.116068720817565918e-01 7.309234738349914551e-01 7.304018139839172363e-01
5.110946893692016602e-01 7.305839061737060547e-01 7.300660610198974609e-01
5.105825662612915039e-01 7.302442789077758789e-01 7.297302484512329102e-01
5.100706219673156738e-01 7.299045324325561523e-01 7.293943166732788086e-01
5.095587372779846191e-01 7.295647263526916504e-01 7.290583252906799316e-01
5.090470314025878906e-01 7.292248010635375977e-01 7.287222743034362793e-01
5.085353851318359375e-01 7.288848161697387695e-01 7.283861041069030762e-01
5.080239176750183105e-01 7.285447120666503906e-01 7.280498147010803223e-01
5.075125694274902344e-01 7.282045483589172363e-01 7.277134656906127930e-01
5.070012807846069336e-01 7.278643250465393066e-01 7.273769974708557129e-01
5.064901709556579590e-01 7.275239825248718262e-01 7.270404696464538574e-01
5.059791803359985352e-01 7.271835207939147949e-01 7.267038822174072266e-01
5.054683089256286621e-01 7.268429994583129883e-01 7.263671755790710449e-01
5.049575567245483398e-01 7.265024185180664062e-01 7.260303497314453125e-01
5.044469237327575684e-01 7.261617183685302734e-01 7.256934642791748047e-01
5.039364099502563477e-01 7.258208990097045898e-01 7.253565192222595215e-01
5.034260153770446777e-01 7.254800796508789062e-01 7.250194549560546875e-01
5.029157996177673340e-01 7.251390814781188965e-01 7.246823310852050781e-01
5.024056434631347656e-01 7.247980833053588867e-01 7.243450880050659180e-01
5.018956661224365234e-01 7.244569659233093262e-01 7.240077257156372070e-01
5.013858079910278320e-01 7.241157293319702148e-01 7.236703634262084961e-01
5.008760690689086914e-01 7.237744927406311035e-01 7.233328819274902344e-01
5.003664493560791016e-01 7.234330773353576660e-01 7.229952812194824219e-01
4.998569786548614502e-01 7.230916619300842285e-01 7.226576209068298340e-01
4.993476271629333496e-01 7.227500677108764648e-01 7.223199009895324707e-01
4.988384246826171875e-01 7.224084734916687012e-01 7.219820618629455566e-01
4.983293414115905762e-01 7.220667600631713867e-01 7.216441631317138672e-01
4.978204071521759033e-01 7.217249870300292969e-01 7.213061451911926270e-01
4.973115921020507812e-01 7.213830947875976562e-01 7.209680676460266113e-01
4.968028962612152100e-01 7.210411429405212402e-01 7.206299304962158203e-01
4.962943494319915771e-01 7.206990718841552734e-01 7.202916741371154785e-01
4.957859516143798828e-01 7.203569412231445312e-01 7.199532985687255859e-01
4.952776432037353516e-01 7.200147509574890137e-01 7.196149230003356934e-01
4.947695136070251465e-01 7.196724414825439453e-01 7.192764282226562500e-01
4.942615032196044922e-01 7.193300724029541016e-01 7.189378738403320312e-01
4.937536418437957764e-01 7.189876437187194824e-01 7.185992002487182617e-01
4.932458996772766113e-01 7.186450958251953125e-01 7.182604670524597168e-01
4.927383363246917725e-01 7.183024883270263672e-01 7.179216146469116211e-01
4.922308623790740967e-01 7.179598212242126465e-01 7.175827026367187500e-01
4.917235374450683594e-01 7.176170349121093750e-01 7.172437310218811035e-01
4.912163913249969482e-01 7.172741889953613281e-01 7.169046998023986816e-01
4.907093644142150879e-01 7.169312238693237305e-01 7.165655493736267090e-01
4.902024567127227783e-01 7.165882587432861328e-01 7.162263393402099609e-01
4.896956980228424072e-01 7.162451148033142090e-01 7.158870100975036621e-01
4.891890883445739746e-01 7.159019708633422852e-01 7.155476212501525879e-01
4.886826276779174805e-01 7.155587077140808105e-01 7.152081727981567383e-01
4.881763160228729248e-01 7.152153849601745605e-01 7.148686647415161133e-01
4.876701235771179199e-01 7.148720026016235352e-01 7.145290374755859375e-01
4.871641099452972412e-01 7.145285010337829590e-01 7.141893506050109863e-01
4.866582155227661133e-01 7.141849398612976074e-01 7.138496041297912598e-01
4.861524701118469238e-01 7.138412594795227051e-01 7.135097384452819824e-01
4.856468737125396729e-01 7.134975790977478027e-01 7.131698131561279297e-01
4.851414263248443604e-01 7.131537795066833496e-01 7.128298282623291016e-01
4.846361279487609863e-01 7.128098607063293457e-01 7.124897241592407227e-01
4.841309785842895508e-01 7.124659419059753418e-01 7.121495604515075684e-01
4.836259484291076660e-01 7.121219038963317871e-01 7.118093371391296387e-01
4.831210970878601074e-01 7.117778062820434570e-01 7.114690542221069336e-01
4.826163947582244873e-01 7.114335894584655762e-01 7.111286520957946777e-01
4.821118414402008057e-01 7.110893726348876953e-01 7.107881903648376465e-01
4.816074371337890625e-01 7.107450366020202637e-01 7.104476690292358398e-01
4.811031818389892578e-01 7.104006409645080566e-01 7.101070880889892578e-01
4.805990755558013916e-01 7.100561261177062988e-01 7.097663879394531250e-01
4.800951182842254639e-01 7.097115516662597656e-01 7.094256281852722168e-01
4.795913100242614746e-01 7.093669176101684570e-01 7.090848088264465332e-01
4.790876805782318115e-01 7.090222239494323730e-01 7.087439298629760742e-01
4.785841703414916992e-01 7.086774706840515137e-01 7.084029316902160645e-01
4.780808389186859131e-01 7.083325982093811035e-01 7.080619335174560547e-01
4.775776565074920654e-01 7.079876661300659180e-01 7.077208161354064941e-01
4.770746529102325439e-01 7.076426744461059570e-01 7.073795795440673828e-01
4.765717685222625732e-01 7.072976231575012207e-01 7.070383429527282715e-01
4.760690629482269287e-01 7.069524526596069336e-01 7.066970467567443848e-01
4.755665063858032227e-01 7.066072225570678711e-01 7.063556313514709473e-01
4.750640988349914551e-01 7.062619328498840332e-01 7.060141563415527344e-01
4.745618700981140137e-01 7.059165835380554199e-01 7.056726217269897461e-01
4.740597903728485107e-01 7.055711150169372559e-01 7.053309679031372070e-01
4.735578596591949463e-01 7.052256464958190918e-01 7.049893140792846680e-01
4.730560779571533203e-01 7.048800587654113770e-01 7.046475410461425781e-01
4.725544750690460205e-01 7.045344114303588867e-01 7.043057084083557129e-01
4.720530509948730469e-01 7.041886448860168457e-01 7.039638161659240723e-01
4.715517461299896240e-01 7.038428783416748047e-01 7.036218643188476562e-01
4.710506498813629150e-01 7.034969925880432129e-01 7.032798528671264648e-01
4.705497026443481445e-01 7.031510472297668457e-01 7.029377818107604980e-01
4.700489044189453125e-01 7.028051018714904785e-01 7.025955915451049805e-01
4.695482850074768066e-01 7.024589776992797852e-01 7.022533416748046875e-01
4.690478146076202393e-01 7.021128535270690918e-01 7.019110321998596191e-01
4.685475230216979980e-01 7.017666697502136230e-01 7.015687227249145508e-01
4.680473804473876953e-01 7.014203667640686035e-01 7.012262344360351562e-01
4.675474166870117188e-01 7.010740041732788086e-01 7.008837461471557617e-01
4.670476019382476807e-01 7.007275819778442383e-01 7.005411982536315918e-01
4.665479660034179688e-01 7.003811001777648926e-01 7.001985907554626465e-01
4.660485088825225830e-01 7.000345587730407715e-01 6.998558640480041504e-01
